PhoneNumber,Name,City,State,Carrier,Type,SpamScore
+917259806200,Shikha Kumar,Agra,Uttar Pradesh,Airtel,Mobile,0
+917089101381,Rachna Tiwari,Visakhapatnam,Andhra Pradesh,Vodafone Idea,Mobile,0
+917339323288,Aarush Dar,Rajkot,Gujarat,Jio,Mobile,0
+917097005388,Uma Solanki,Vadodara,Gujarat,Vodafone Idea,Mobile,0
+918329751452,Geeta Kamath,Gurugram,Haryana,BSNL,Mobile,0
+917059858221,Ritesh Sethi,Shimla,Himachal Pradesh,Airtel,Mobile,0
+919435093791,Divya Kaul,Delhi,Delhi,BSNL,Mobile,0
+916059538935,Reema Chopra,Delhi,Delhi,Vodafone Idea,Mobile,0
+918322715801,Nandini Sen,Shimla,Himachal Pradesh,Jio,Mobile,0
+917654630005,Umesh Garg,Tiruchirappalli,Tamil Nadu,Jio,Mobile,0
+918029979715,Jaspreet Jadeja,Jabalpur,Madhya Pradesh,Jio,Mobile,0
+919249354232,Vinita Paul,Dehradun,Uttarakhand,Airtel,Mobile,0
+917371250395,Rudra Singhal,Jaipur,Rajasthan,Jio,Mobile,0
+919565601779,Simran Hegde,Coimbatore,Tamil Nadu,Jio,Mobile,0
+917772334350,Aadhya Thakur,Delhi,Delhi,BSNL,Mobile,0
+917818674251,Sneha Pillai,Vadodara,Gujarat,Vodafone Idea,Mobile,0
+917640089411,Kiran Goyal,Navi Mumbai,Maharashtra,Vodafone Idea,Mobile,0
+918038212027,Sapna Deshmukh,Navi Mumbai,Maharashtra,Jio,Mobile,0
+918754255871,Sachin Modi,Ahmedabad,Gujarat,Vodafone Idea,Mobile,0
+917720486855,Aarav Sarkar,Jammu,Jammu & Kashmir,Jio,Mobile,0
+917063108475,Sarita Saikia,Mysore,Karnataka,Airtel,Mobile,0
+918158655730,Pavan Patil,Patna,Bihar,Airtel,Mobile,0
+919257287482,Rashmi Singhal,Salem,Tamil Nadu,Jio,Mobile,0
+918797081828,Ananya Shekhawat,Dehradun,Uttarakhand,Jio,Mobile,0
+918950712722,Pavan Goyal,Visakhapatnam,Andhra Pradesh,Jio,Mobile,0
+917423379328,Meera Garg,Kochi,Kerala,BSNL,Mobile,0
+918374948185,Geeta Roy,Mysore,Karnataka,Vodafone Idea,Mobile,0
+918036204519,Kunal Malhotra,Raipur,Chhattisgarh,Jio,Mobile,0
+918625645261,Sukhpreet Biswas,Shimla,Himachal Pradesh,BSNL,Mobile,0
+919991577424,Ashish Desai,Noida,Uttar Pradesh,Airtel,Mobile,0
+919740412825,Aanya Tiwari,Surat,Gujarat,Jio,Mobile,0
+918497306950,Rashmi Gowda,Mumbai,Maharashtra,BSNL,Mobile,0
+916164174666,Brijesh Mehta,Tiruchirappalli,Tamil Nadu,Jio,Mobile,0
+917929077273,Seema Roy,Gwalior,Madhya Pradesh,BSNL,Mobile,0
+918978202957,Swati Suri,Guwahati,Assam,Jio,Mobile,0
+919784418360,Lalit Patel,Madurai,Tamil Nadu,Vodafone Idea,Mobile,0
+917091221173,Deepa Tandon,Kochi,Kerala,Vodafone Idea,Mobile,0
+919154950924,Amit Khare,Madurai,Tamil Nadu,Jio,Mobile,0
+916228910814,Puneet Warrier,Thiruvananthapuram,Kerala,Vodafone Idea,Mobile,0
+918922926569,Amanpreet Jain,Surat,Gujarat,Jio,Mobile,0
+917729213915,Ayaan Singhal,Jammu,Jammu & Kashmir,BSNL,Mobile,0
+919193272133,Amanpreet Rajput,Chennai,Tamil Nadu,BSNL,Mobile,0
+919618839656,Padma Garg,Ludhiana,Punjab,BSNL,Mobile,0
+918458835357,Sarita Malhotra,Chandigarh,Punjab,Vodafone Idea,Mobile,0
+917546275674,Pradeep Mir,Navi Mumbai,Maharashtra,Airtel,Mobile,0
+916014276977,Myra Kumar,Nagpur,Maharashtra,Jio,Mobile,0
+916133477301,Rajesh Solanki,Tiruchirappalli,Tamil Nadu,Airtel,Mobile,0
+917439996904,Rekha Desai,Chandigarh,Punjab,Airtel,Mobile,0
+916151444892,Simran Mathur,Allahabad,Uttar Pradesh,Vodafone Idea,Mobile,0
+919646490471,Pooja Pawar,Shimla,Himachal Pradesh,Vodafone Idea,Mobile,0
+917640589168,Mukesh Barua,Visakhapatnam,Andhra Pradesh,Airtel,Mobile,0
+919329126999,Raman Gowda,Faridabad,Haryana,BSNL,Mobile,0
+916182666159,Atharv Desai,Thane,Maharashtra,Airtel,Mobile,0
+917184989294,Nisha Paul,Aurangabad,Maharashtra,BSNL,Mobile,0
+918581333951,Tushar Biswas,Gwalior,Madhya Pradesh,Jio,Mobile,0
+918659348684,Swapna Gogoi,Mumbai,Maharashtra,Jio,Mobile,0
+918195638650,Ritesh Menon,Ludhiana,Punjab,BSNL,Mobile,0
+918943819289,Arjun Wani,Ludhiana,Punjab,Vodafone Idea,Mobile,0
+917024895214,Varun Gogoi,Mangalore,Karnataka,Vodafone Idea,Mobile,0
+917723914971,Aarohi Bhatia,Udaipur,Rajasthan,Airtel,Mobile,0
+918392073301,Rohit Pandey,Shimla,Himachal Pradesh,Vodafone Idea,Mobile,0
+918685936449,Reshma More,Thiruvananthapuram,Kerala,Jio,Mobile,0
+917079628086,Garima Kapoor,Jabalpur,Madhya Pradesh,Airtel,Mobile,0
+917482524186,Jyoti Khanna,Vadodara,Gujarat,Vodafone Idea,Mobile,0
+919419261012,Shalini Chatterjee,Thane,Maharashtra,Vodafone Idea,Mobile,0
+917526657205,Rupesh Kamath,Gwalior,Madhya Pradesh,Jio,Mobile,0
+917267141715,Smita Bose,Udaipur,Rajasthan,Vodafone Idea,Mobile,0
+919928813655,Sunanda Ghosh,Belgaum,Karnataka,BSNL,Mobile,0
+918090353386,Arjun Kulkarni,Thiruvananthapuram,Kerala,BSNL,Mobile,0
+919261687411,Diya Ahuja,Aurangabad,Maharashtra,Airtel,Mobile,0
+918214361385,Jaspreet Mehta,Noida,Uttar Pradesh,BSNL,Mobile,0
+918922035711,Anjali Singh,Indore,Madhya Pradesh,Airtel,Mobile,0
+917092829051,Girish Bora,Ahmedabad,Gujarat,Jio,Mobile,0
+917183108512,Mohan Kumar,Mysore,Karnataka,Airtel,Mobile,0
+917285153056,Sunanda Sharma,Noida,Uttar Pradesh,BSNL,Mobile,0
+919983748368,Savita Pillai,Ahmedabad,Gujarat,BSNL,Mobile,0
+918755079545,Advik Kurup,Bhubaneswar,Odisha,Vodafone Idea,Mobile,0
+919773401220,Neelam Shah,Udaipur,Rajasthan,Vodafone Idea,Mobile,0
+919673937296,Preeti Sharma,Udaipur,Rajasthan,Jio,Mobile,0
+919398520242,Shravan Pawar,Bhopal,Madhya Pradesh,Jio,Mobile,0
+918555483583,Pradeep Naidu,Kolkata,West Bengal,BSNL,Mobile,0
+918011101292,Mukul Malhotra,Dehradun,Uttarakhand,Vodafone Idea,Mobile,0
+918476762153,Girish Sharma,Madurai,Tamil Nadu,Airtel,Mobile,0
+919498676490,Navpreet Sharma,Udaipur,Rajasthan,Jio,Mobile,0
+917281661497,Jayesh Yadav,Coimbatore,Tamil Nadu,BSNL,Mobile,0
+918969282734,Lokesh Chopra,Jaipur,Rajasthan,Vodafone Idea,Mobile,0
+918292808154,Navpreet Dhawan,Belgaum,Karnataka,Vodafone Idea,Mobile,0
+918892638899,Amanpreet Chauhan,Visakhapatnam,Andhra Pradesh,Airtel,Mobile,0
+919283985447,Rupesh Gowda,Bangalore,Karnataka,Airtel,Mobile,0
+916316888290,Rekha Iyer,Nashik,Maharashtra,BSNL,Mobile,0
+918547131221,Preeti Rawat,Varanasi,Uttar Pradesh,BSNL,Mobile,0
+916151425391,Meera Gupta,Allahabad,Uttar Pradesh,Jio,Mobile,0
+917593096298,Raman Menon,Chandigarh,Punjab,Jio,Mobile,0
+918961703765,Paresh Shinde,Ranchi,Jharkhand,Jio,Mobile,0
+918145136950,Swati Mitra,Kolkata,West Bengal,Jio,Mobile,0
+918794522462,Jyoti Nair,Hubli,Karnataka,Vodafone Idea,Mobile,0
+917436189024,Ravi Mitra,Mangalore,Karnataka,Jio,Mobile,0
+916222931358,Chetan Kumar,Jabalpur,Madhya Pradesh,Airtel,Mobile,0
+917323482613,Preeti Khare,Tiruchirappalli,Tamil Nadu,Jio,Mobile,0
+919254435890,Dhruv Sen,Nashik,Maharashtra,Vodafone Idea,Mobile,0
+919017734610,Priya Bhat,Chennai,Tamil Nadu,Vodafone Idea,Mobile,0
+917274707576,Savita Bajaj,Jammu,Jammu & Kashmir,Airtel,Mobile,0
+917242002493,Brijesh Bisht,Jodhpur,Rajasthan,Jio,Mobile,0
+919089657647,Reshma Dhawan,Visakhapatnam,Andhra Pradesh,BSNL,Mobile,0
+917625088621,Harpreet Banerjee,Aurangabad,Maharashtra,Airtel,Mobile,0
+917014041493,Bhavna Mitra,Ghaziabad,Uttar Pradesh,BSNL,Mobile,0
+917486524942,Tarun Bajaj,Gwalior,Madhya Pradesh,Jio,Mobile,0
+918896243907,Asha Sen,Pune,Maharashtra,Jio,Mobile,0
+919353759545,Ritu Sarkar,Chennai,Tamil Nadu,Airtel,Mobile,0
+917257127789,Arun More,Shimla,Himachal Pradesh,Airtel,Mobile,0
+919392082096,Uma Hegde,Mumbai,Maharashtra,Jio,Mobile,0
+916279128357,Rekha Agarwal,Vadodara,Gujarat,Vodafone Idea,Mobile,0
+918814782385,Uma Saikia,Ranchi,Jharkhand,Vodafone Idea,Mobile,0
+919899952730,Rohit Modi,Hyderabad,Telangana,BSNL,Mobile,0
+918722304459,Rahul Banerjee,Shimla,Himachal Pradesh,BSNL,Mobile,0
+919635874968,Preeti Singh,Coimbatore,Tamil Nadu,Vodafone Idea,Mobile,0
+916262393616,Meera Biswas,Ludhiana,Punjab,Airtel,Mobile,0
+918483527734,Manoj Mitra,Bhopal,Madhya Pradesh,BSNL,Mobile,0
+918732683246,Lalita Kumar,Belgaum,Karnataka,Jio,Mobile,0
+919118018184,Navpreet Raina,Mumbai,Maharashtra,Jio,Mobile,0
+916322624630,Anjali Dey,Noida,Uttar Pradesh,Vodafone Idea,Mobile,0
+918693800639,Sunita Reddy,Jabalpur,Madhya Pradesh,Jio,Mobile,0
+918161535183,Vivaan Chauhan,Ahmedabad,Gujarat,Jio,Mobile,0
+918513685626,Namita Chatterjee,Madurai,Tamil Nadu,Jio,Mobile,0
+919296480393,Umesh Joshi,Udaipur,Rajasthan,Vodafone Idea,Mobile,0
+917164228858,Raman Tripathi,Faridabad,Haryana,Jio,Mobile,0
+919845392602,Aman Thakur,Bhopal,Madhya Pradesh,Jio,Mobile,0
+919698898093,Nitesh Gogoi,Chennai,Tamil Nadu,Vodafone Idea,Mobile,0
+919353722660,Anika Biswas,Mumbai,Maharashtra,BSNL,Mobile,0
+917694128116,Ishaan Desai,Agra,Uttar Pradesh,Jio,Mobile,0
+917029843255,Sukhpreet More,Ludhiana,Punjab,Jio,Mobile,0
+917215202217,Divya Kamath,Jaipur,Rajasthan,Airtel,Mobile,0
+918223943860,Naresh Singh,Kanpur,Uttar Pradesh,Jio,Mobile,0
+918436668116,Navpreet Dey,Mysore,Karnataka,Airtel,Mobile,0
+919057814012,Ishaan Patel,Noida,Uttar Pradesh,BSNL,Mobile,0
+918226274344,Pooja Mehta,Tiruchirappalli,Tamil Nadu,Airtel,Mobile,0
+918052496256,Vinita Solanki,Amritsar,Punjab,BSNL,Mobile,0
+918417422853,Shaurya Tripathi,Noida,Uttar Pradesh,Airtel,Mobile,0
+918237946326,Aman Shetty,Bhubaneswar,Odisha,Airtel,Mobile,0
+917717087259,Mukul Khare,Vijayawada,Andhra Pradesh,BSNL,Mobile,0
+918661529786,Shaurya Suri,Ghaziabad,Uttar Pradesh,Vodafone Idea,Mobile,0
+917862806170,Girish Kumar,Gwalior,Madhya Pradesh,Airtel,Mobile,0
+918218206391,Garima Sarkar,Allahabad,Uttar Pradesh,BSNL,Mobile,0
+917651104471,Deepak Bora,Ranchi,Jharkhand,Vodafone Idea,Mobile,0
+918762874056,Suresh Talwar,Patna,Bihar,Airtel,Mobile,0
+918344860267,Nandini Mitra,Jammu,Jammu & Kashmir,Airtel,Mobile,0
+918143883258,Nandini Jadhav,Indore,Madhya Pradesh,Airtel,Mobile,0
+917910064401,Pradeep Dar,Bangalore,Karnataka,Vodafone Idea,Mobile,0
+916128078818,Hitesh Khare,Vijayawada,Andhra Pradesh,Vodafone Idea,Mobile,0
+918123113419,Harish Ghosh,Mumbai,Maharashtra,Jio,Mobile,0
+917557215118,Diya Mehta,Jaipur,Rajasthan,Airtel,Mobile,0
+918338235211,Simran Paul,Salem,Tamil Nadu,Airtel,Mobile,0
+917948173906,Geeta Tripathi,Aurangabad,Maharashtra,Vodafone Idea,Mobile,0
+919911952447,Kiran Chauhan,Coimbatore,Tamil Nadu,Airtel,Mobile,0
+919937340483,Nisha Suri,Thiruvananthapuram,Kerala,Vodafone Idea,Mobile,0
+917246562510,Jitesh More,Nashik,Maharashtra,Jio,Mobile,0
+916298932681,Diya Shah,Kolkata,West Bengal,Jio,Mobile,0
+917954962483,Harpreet Reddy,Jabalpur,Madhya Pradesh,Vodafone Idea,Mobile,0
+919791915044,Savita Tripathi,Madurai,Tamil Nadu,Vodafone Idea,Mobile,0
+917715374786,Naresh Mehra,Noida,Uttar Pradesh,Jio,Mobile,0
+916193095525,Navpreet Singh,Kanpur,Uttar Pradesh,Vodafone Idea,Mobile,0
+918155130325,Rohit Pillai,Raipur,Chhattisgarh,Jio,Mobile,0
+919318802331,Lakshmi Patil,Srinagar,Jammu & Kashmir,Airtel,Mobile,0
+919956380447,Kapil Dey,Vadodara,Gujarat,Airtel,Mobile,0
+916225725498,Amanpreet Sarkar,Indore,Madhya Pradesh,Airtel,Mobile,0
+917724882434,Sunil Tripathi,Indore,Madhya Pradesh,Airtel,Mobile,0
+919426105923,Kavita Joshi,Allahabad,Uttar Pradesh,Jio,Mobile,0
+918888877758,Suresh Gupta,Raipur,Chhattisgarh,Airtel,Mobile,0
+919477449328,Rohan Roy,Kolkata,West Bengal,Jio,Mobile,0
+916245023342,Vihaan Bose,Mumbai,Maharashtra,Airtel,Mobile,0
+919452052553,Aarohi Vaghela,Kochi,Kerala,Jio,Mobile,0
+919929264390,Pankaj Warrier,Chennai,Tamil Nadu,Jio,Mobile,0
+917662776035,Savita Rawat,Mumbai,Maharashtra,Jio,Mobile,0
+917394843543,Rajesh Sen,Srinagar,Jammu & Kashmir,BSNL,Mobile,0
+919948825810,Uma Kulkarni,Bangalore,Karnataka,Airtel,Mobile,0
+917242696763,Arnav More,Shimla,Himachal Pradesh,BSNL,Mobile,0
+918350730094,Simran Das,Guwahati,Assam,BSNL,Mobile,0
+918141865661,Vinod Khare,Bhubaneswar,Odisha,Jio,Mobile,0
+919844130096,Kabir Khare,Bhubaneswar,Odisha,BSNL,Mobile,0
+917310803676,Arun Wani,Belgaum,Karnataka,Jio,Mobile,0
+918974500478,Gurpreet Malhotra,Nagpur,Maharashtra,Vodafone Idea,Mobile,0
+918754917110,Tejinder Sethi,Lucknow,Uttar Pradesh,Airtel,Mobile,0
+917644753294,Vipul Bora,Tiruchirappalli,Tamil Nadu,Jio,Mobile,0
+919847430814,Nandini Rao,Srinagar,Jammu & Kashmir,Jio,Mobile,0
+919167646482,Rajeev Mandal,Nashik,Maharashtra,Vodafone Idea,Mobile,0
+918738005972,Sukhpreet Roy,Nashik,Maharashtra,Jio,Mobile,0
+916074949547,Rohan Suri,Pune,Maharashtra,Airtel,Mobile,0
+916069205655,Usha Suri,Raipur,Chhattisgarh,Vodafone Idea,Mobile,0
+919279796516,Myra Tiwari,Bangalore,Karnataka,BSNL,Mobile,0
+919270328303,Aarav Bhat,Jammu,Jammu & Kashmir,BSNL,Mobile,0
+917140136839,Meera Mandal,Tiruchirappalli,Tamil Nadu,BSNL,Mobile,0
+918837672571,Lakshmi Shukla,Amritsar,Punjab,BSNL,Mobile,0
+918260177791,Vinod Pandey,Ghaziabad,Uttar Pradesh,BSNL,Mobile,0
+918694507507,Gaurav Dhawan,Coimbatore,Tamil Nadu,Airtel,Mobile,0
+919236267067,Ritesh Bose,Agra,Uttar Pradesh,Jio,Mobile,0
+919326790167,Arnav Hegde,Vadodara,Gujarat,BSNL,Mobile,0
+918073205170,Ritu Rajput,Nashik,Maharashtra,Vodafone Idea,Mobile,0
+917436557944,Pavan Paul,Jabalpur,Madhya Pradesh,BSNL,Mobile,0
+919768020224,Tarun Agarwal,Gurugram,Haryana,Airtel,Mobile,0
+918714618480,Reshma Banerjee,Bangalore,Karnataka,Jio,Mobile,0
+918524238076,Arnav Mathur,Lucknow,Uttar Pradesh,Jio,Mobile,0
+916143338506,Asha Das,Bhopal,Madhya Pradesh,Vodafone Idea,Mobile,0
+917719935969,Chetan Pawar,Jammu,Jammu & Kashmir,Airtel,Mobile,0
+919292403469,Vinod Kurup,Faridabad,Haryana,Airtel,Mobile,0
+917963084864,Garima Bhatia,Vijayawada,Andhra Pradesh,Airtel,Mobile,0
+919864605304,Mukesh Gupta,Hyderabad,Telangana,Jio,Mobile,0
+917649415465,Raman Sharma,Visakhapatnam,Andhra Pradesh,BSNL,Mobile,0
+917250373451,Shikha Bhatia,Coimbatore,Tamil Nadu,Vodafone Idea,Mobile,0
+917397800563,Gaurav Garg,Kanpur,Uttar Pradesh,Jio,Mobile,0
+919776581518,Hitesh Mehra,Delhi,Delhi,Airtel,Mobile,0
+919678571739,Kiran Mukherjee,Patna,Bihar,Airtel,Mobile,0
+917755141279,Sneha Paul,Patna,Bihar,Vodafone Idea,Mobile,0
+919310227063,Varun Modi,Vadodara,Gujarat,BSNL,Mobile,0
+918818578571,Varun Desai,Amritsar,Punjab,Airtel,Mobile,0
+917339397427,Ajay Mathur,Bhubaneswar,Odisha,Jio,Mobile,0
+916012638989,Ganesh Garg,Patna,Bihar,BSNL,Mobile,0
+919230366247,Diya Roy,Navi Mumbai,Maharashtra,Jio,Mobile,0
+918223129286,Nitin Arora,Bhopal,Madhya Pradesh,Airtel,Mobile,0
+919534467553,Asha Shinde,Delhi,Delhi,Jio,Mobile,0
+918455179400,Ananya Pant,Raipur,Chhattisgarh,BSNL,Mobile,0
+918744436692,Shravan Dar,Allahabad,Uttar Pradesh,Vodafone Idea,Mobile,0
+919025452865,Ritesh Bhatia,Amritsar,Punjab,Airtel,Mobile,0
+919072867632,Neha Bajaj,Bhopal,Madhya Pradesh,BSNL,Mobile,0
+917376789791,Rakesh Gupta,Amritsar,Punjab,Jio,Mobile,0
+919389839549,Manoj Singhal,Mysore,Karnataka,Vodafone Idea,Mobile,0
+918943645701,Sohan Bose,Allahabad,Uttar Pradesh,Jio,Mobile,0
+917062812281,Sunil Biswas,Bhubaneswar,Odisha,Vodafone Idea,Mobile,0
+916295892391,Satish Gupta,Ahmedabad,Gujarat,Jio,Mobile,0
+919067246484,Rahul Bisht,Belgaum,Karnataka,Vodafone Idea,Mobile,0
+918263951899,Jayesh Pant,Nagpur,Maharashtra,Airtel,Mobile,0
+919969170084,Myra Dutta,Bangalore,Karnataka,BSNL,Mobile,0
+919384239539,Dhruv Rawat,Noida,Uttar Pradesh,BSNL,Mobile,0
+919122169143,Arjun Mehta,Srinagar,Jammu & Kashmir,Airtel,Mobile,0
+918161726079,Asha Talwar,Jabalpur,Madhya Pradesh,Jio,Mobile,0
+918180732365,Naman Desai,Thane,Maharashtra,Jio,Mobile,0
+917562454120,Amita Malhotra,Hyderabad,Telangana,Vodafone Idea,Mobile,0
+919521367854,Sukhpreet Chopra,Gwalior,Madhya Pradesh,Vodafone Idea,Mobile,0
+917215227533,Poonam Solanki,Patna,Bihar,Vodafone Idea,Mobile,0
+919656480435,Aman Rawat,Ahmedabad,Gujarat,Jio,Mobile,0
+919619410992,Brijesh Chauhan,Raipur,Chhattisgarh,Airtel,Mobile,0
+918412896327,Gaurav Tripathi,Gurugram,Haryana,Vodafone Idea,Mobile,0
+919080035489,Aadhya Deshmukh,Amritsar,Punjab,Airtel,Mobile,0
+919554664070,Vijay Sarkar,Kanpur,Uttar Pradesh,BSNL,Mobile,0
+917613573948,Gurpreet Kumar,Bangalore,Karnataka,Vodafone Idea,Mobile,0
+917560793595,Divya Vaghela,Salem,Tamil Nadu,BSNL,Mobile,0
+916279696950,Pankaj Mehra,Chennai,Tamil Nadu,Airtel,Mobile,0
+918094783212,Harpreet Tandon,Surat,Gujarat,Jio,Mobile,0
+919625912647,Rekha Bose,Salem,Tamil Nadu,Vodafone Idea,Mobile,0
+919923407079,Anika Bisht,Bhubaneswar,Odisha,Vodafone Idea,Mobile,0
+918353869858,Rashmi Kurup,Noida,Uttar Pradesh,Vodafone Idea,Mobile,0
+919896054393,Varun Goyal,Mumbai,Maharashtra,BSNL,Mobile,0
+918374984245,Lakshmi Modi,Hubli,Karnataka,Jio,Mobile,0
+917942475775,Jyoti Reddy,Thiruvananthapuram,Kerala,BSNL,Mobile,0
+917870549612,Raman Jadhav,Chandigarh,Punjab,Airtel,Mobile,0
+919582672348,Tejinder Chauhan,Indore,Madhya Pradesh,Jio,Mobile,0
+916219312031,Kavita Chauhan,Mumbai,Maharashtra,Jio,Mobile,0
+916114362902,Ritu Roy,Indore,Madhya Pradesh,Airtel,Mobile,0
+918090597626,Aanya Sarkar,Chennai,Tamil Nadu,Airtel,Mobile,0
+918455377097,Swapna Negi,Hubli,Karnataka,Airtel,Mobile,0
+917395104657,Sukhpreet Agarwal,Faridabad,Haryana,BSNL,Mobile,0
+919592623370,Anvi Raina,Agra,Uttar Pradesh,Airtel,Mobile,0
+918510159310,Ishaan Mehta,Chandigarh,Punjab,Airtel,Mobile,0
+919036839901,Vikram Roy,Delhi,Delhi,Jio,Mobile,0
+919267801810,Tarun Negi,Amritsar,Punjab,Airtel,Mobile,0
+917933214889,Rashmi Mishra,Navi Mumbai,Maharashtra,Vodafone Idea,Mobile,0
+917894210183,Chetan Gogoi,Hubli,Karnataka,Airtel,Mobile,0
+918597984614,Brijesh Shukla,Hubli,Karnataka,Jio,Mobile,0
+916398048687,Sunanda Menon,Thane,Maharashtra,Vodafone Idea,Mobile,0
+916172592350,Smita Chakraborty,Navi Mumbai,Maharashtra,BSNL,Mobile,0
+918876532964,Ganesh Shetty,Hubli,Karnataka,Jio,Mobile,0
+918369220219,Sneha Shetty,Ranchi,Jharkhand,BSNL,Mobile,0
+917992053120,Mohan Gogoi,Hubli,Karnataka,Airtel,Mobile,0
+919958225648,Vihaan Choudhary,Guwahati,Assam,Airtel,Mobile,0
+919890648642,Neelam Patil,Hyderabad,Telangana,BSNL,Mobile,0
+919828186374,Simran Sen,Vadodara,Gujarat,Vodafone Idea,Mobile,0
+917443391762,Shikha Garg,Bhopal,Madhya Pradesh,Vodafone Idea,Mobile,0
+917826926649,Smita Kamath,Tiruchirappalli,Tamil Nadu,BSNL,Mobile,0
+917483553839,Ananya Ghosh,Jodhpur,Rajasthan,Airtel,Mobile,0
+918580719951,Tejinder Saxena,Belgaum,Karnataka,Vodafone Idea,Mobile,0
+917264623292,Deepa Patel,Madurai,Tamil Nadu,Jio,Mobile,0
+917361906561,Archana Chauhan,Mysore,Karnataka,Jio,Mobile,0
+918468053810,Ansh Malhotra,Madurai,Tamil Nadu,Vodafone Idea,Mobile,0
+918148652387,Satish Biswas,Guwahati,Assam,Vodafone Idea,Mobile,0
+917845008368,Karun Yadav,Chennai,Tamil Nadu,Vodafone Idea,Mobile,0
+918217767285,Amit Bajaj,Nashik,Maharashtra,Jio,Mobile,0
+916064700419,Girish Tripathi,Thiruvananthapuram,Kerala,Airtel,Mobile,0
+919857163154,Suresh Kamath,Vijayawada,Andhra Pradesh,Jio,Mobile,0
+919762176679,Navpreet Choudhary,Hyderabad,Telangana,BSNL,Mobile,0
+918831809312,Raman Gowda,Ghaziabad,Uttar Pradesh,BSNL,Mobile,0
+919710137843,Lakshmi Hegde,Udaipur,Rajasthan,Jio,Mobile,0
+916239235772,Namita Pandey,Mangalore,Karnataka,BSNL,Mobile,0
+918625831846,Varun Parmar,Mangalore,Karnataka,Airtel,Mobile,0
+918129880509,Vishal Pai,Kochi,Kerala,Airtel,Mobile,0
+917817664947,Pari Naidu,Nagpur,Maharashtra,Jio,Mobile,0
+919126275611,Pavan Malhotra,Bhubaneswar,Odisha,Vodafone Idea,Mobile,0
+917172421460,Ritesh Bhat,Kanpur,Uttar Pradesh,Airtel,Mobile,0
+917284265868,Manpreet Shinde,Hyderabad,Telangana,Jio,Mobile,0
+918985743205,Shikha Tripathi,Kolkata,West Bengal,BSNL,Mobile,0
+918928082456,Ansh Pandey,Allahabad,Uttar Pradesh,Jio,Mobile,0
+918643693738,Smita Joshi,Kanpur,Uttar Pradesh,Vodafone Idea,Mobile,0
+918065060482,Amita Pawar,Raipur,Chhattisgarh,BSNL,Mobile,0
+918852135545,Sunanda Shukla,Vijayawada,Andhra Pradesh,Airtel,Mobile,0
+917527563318,Navpreet Rathore,Jaipur,Rajasthan,BSNL,Mobile,0
+919119701105,Paresh Suri,Aurangabad,Maharashtra,BSNL,Mobile,0
+919450022881,Paresh Jadhav,Jaipur,Rajasthan,Airtel,Mobile,0
+919282897425,Jitesh Deshmukh,Kolkata,West Bengal,Vodafone Idea,Mobile,0
+918744246694,Lalit Jain,Navi Mumbai,Maharashtra,Vodafone Idea,Mobile,0
+918584709074,Tejinder Das,Ranchi,Jharkhand,Airtel,Mobile,0
+916130825125,Lakshmi Bhat,Vijayawada,Andhra Pradesh,Vodafone Idea,Mobile,0
+917294740762,Manju Kaul,Thane,Maharashtra,Airtel,Mobile,0
+917615659742,Aarav Das,Gwalior,Madhya Pradesh,Jio,Mobile,0
+918820560909,Raman Gupta,Jammu,Jammu & Kashmir,Jio,Mobile,0
+919637960620,Smita Jain,Tiruchirappalli,Tamil Nadu,Jio,Mobile,0
+917459176397,Sara Shah,Vadodara,Gujarat,Vodafone Idea,Mobile,0
+918645117137,Swati Pai,Chennai,Tamil Nadu,BSNL,Mobile,0
+918110128369,Lakhan Dhawan,Indore,Madhya Pradesh,Vodafone Idea,Mobile,0
+919539338802,Mahesh Kumar,Udaipur,Rajasthan,BSNL,Mobile,0
+918056999705,Mukul Suri,Raipur,Chhattisgarh,Vodafone Idea,Mobile,0
+919493151895,Anvi Raina,Indore,Madhya Pradesh,BSNL,Mobile,0
+917913897790,Anvi Mehta,Nashik,Maharashtra,Vodafone Idea,Mobile,0
+917497582225,Nitin Chopra,Noida,Uttar Pradesh,Jio,Mobile,0
+918751840380,Myra More,Rajkot,Gujarat,Airtel,Mobile,0
+918731283328,Tarun Dutta,Kanpur,Uttar Pradesh,Vodafone Idea,Mobile,0
+917054637067,Paresh Rajput,Faridabad,Haryana,Vodafone Idea,Mobile,0
+919238808446,Lokesh Paul,Coimbatore,Tamil Nadu,Vodafone Idea,Mobile,0
+916242549741,Myra Jain,Chennai,Tamil Nadu,Vodafone Idea,Mobile,0
+917996089420,Kapil Kapoor,Jodhpur,Rajasthan,Vodafone Idea,Mobile,0
+917459505776,Savita Pant,Lucknow,Uttar Pradesh,BSNL,Mobile,0
+917526205556,Pooja Banerjee,Coimbatore,Tamil Nadu,Vodafone Idea,Mobile,0
+919883548523,Anika Bisht,Vijayawada,Andhra Pradesh,Jio,Mobile,0
+919188985255,Aarohi Bose,Shimla,Himachal Pradesh,Vodafone Idea,Mobile,0
+917282182071,Kavita Tripathi,Pune,Maharashtra,Jio,Mobile,0
+917416627435,Deepak Sethi,Rajkot,Gujarat,Vodafone Idea,Mobile,0
+917639763223,Amanpreet Suri,Ludhiana,Punjab,BSNL,Mobile,0
+919082951218,Pradeep Dutta,Thane,Maharashtra,BSNL,Mobile,0
+918395856923,Shikha Deshmukh,Belgaum,Karnataka,Airtel,Mobile,0
