PhoneNumber,Name,Location,Carrier,Type,SpamScore
+918417712138,Suresh Reddy 31,Surat,BSNL,Mobile,0
+918937507733,Sunita Chauhan,Jaipur,Vodafone Idea,Mobile,0
+916869536033,Anjali Singh 43,Ahmedabad,Jio,Mobile,0
+919826515727,Anjali Singh,Hyderabad,Vodafone Idea,Mobile,0
+917911746720,Divya Nair,Mumbai,Jio,Mobile,0
+918683917810,Sneha Verma,Hyderabad,Jio,Mobile,0
+917963454401,Vinod Pandey 18,Bhopal,Airtel,Mobile,0
+917562928303,Sneha Verma,Coimbatore,Airtel,Mobile,0
+918544519429,Vikram Singh,Jaipur,Vodafone Idea,Mobile,0
+917197733373,Anjali Singh,Ahmedabad,Vodafone Idea,Mobile,0
+919859500679,Kavita Gupta,Surat,BSNL,Mobile,0
+919643067819,Manoj Gupta,Lucknow,Jio,Mobile,0
+919699906223,Divya Nair 61,Mysore,BSNL,Mobile,0
+916276477743,Manoj Gupta,Jaipur,Airtel,Mobile,0
+918341379873,Neha Patel,Hyderabad,Airtel,Mobile,0
+917242617644,Geeta Saxena,Bangalore,Vodafone Idea,Mobile,0
+917667589516,Rohit Mishra,Kolkata,BSNL,Mobile,0
+919634821648,Pradeep Yadav 36,Indore,Jio,Mobile,0
+918697021263,Naveen Saxena,Coimbatore,Vodafone Idea,Mobile,0
+919558904330,Rahul Sharma,Mumbai,Airtel,Mobile,0
+919085193324,Uma Menon 59,Kochi,BSNL,Mobile,0
+917118103768,Shalini Bhat,Surat,Jio,Mobile,0
+918654055896,Amit Kumar,Vizag,Jio,Mobile,0
+917256937038,Radha Pandey,Bhopal,Airtel,Mobile,0
+917289013895,Pradeep Yadav,Lucknow,Airtel,Mobile,0
+919852768579,Deepak Verma,Pune,Jio,Mobile,0
+918843383096,Anita Mehta 31,Jaipur,Jio,Mobile,0
+917531687614,Nandini Agarwal,Lucknow,Airtel,Mobile,0
+917410305881,Raj Patel,Nagpur,Airtel,Mobile,0
+919338104379,Sanjay Joshi,Bhopal,Airtel,Mobile,0
+916327589310,Harish Bhat,Vizag,Jio,Mobile,0
+917476711957,Vikram Singh 13,Kolkata,BSNL,Mobile,0
+916888051494,Raj Patel,Chandigarh,Airtel,Mobile,0
+916141118530,Radha Pandey,Lucknow,Jio,Mobile,0
+919687053733,Vikram Singh,Bangalore,BSNL,Mobile,0
+916040982544,Naveen Saxena,Indore,Jio,Mobile,0
+916515431158,Anita Mehta 32,Vizag,BSNL,Mobile,0
+917245147257,Vinod Pandey,Chennai,Airtel,Mobile,0
+917690688528,Amit Kumar,Kolkata,Airtel,Mobile,0
+919833815638,Suresh Reddy,Hyderabad,Vodafone Idea,Mobile,0
+916769340966,Naveen Saxena,Surat,BSNL,Mobile,0
+918850136424,Divya Nair,Vizag,Airtel,Mobile,0
+918240682332,Kavita Gupta,Bangalore,Airtel,Mobile,0
+918940357287,Gaurav Thakur,Mumbai,Vodafone Idea,Mobile,0
+917880546496,Rashmi Yadav 26,Kolkata,Jio,Mobile,0
+919042832919,Lakshmi Thakur,Mumbai,BSNL,Mobile,0
+917740208133,Ramesh Agarwal,Mumbai,Jio,Mobile,0
+919690251269,Uma Menon,Delhi,Vodafone Idea,Mobile,0
+918613854619,Amit Kumar,Lucknow,Jio,Mobile,0
+916271614714,Nandini Agarwal 78,Vizag,BSNL,Mobile,0
+919678635871,Priya Sharma 54,Chandigarh,Airtel,Mobile,0
+918811222683,Padma Das,Delhi,Airtel,Mobile,0
+917779035744,Geeta Saxena,Lucknow,Jio,Mobile,0
+918711221581,Geeta Saxena,Jaipur,Jio,Mobile,0
+919792615042,Rohit Mishra 30,Lucknow,Airtel,Mobile,0
+917894645085,Divya Nair 89,Pune,Airtel,Mobile,0
+919654791429,Rekha Mishra 91,Kochi,BSNL,Mobile,0
+916795210122,Divya Nair 75,Lucknow,Vodafone Idea,Mobile,0
+916375680056,Sunita Chauhan 95,Nagpur,Vodafone Idea,Mobile,0
+918493233425,Nitin Mehta 69,Chennai,Vodafone Idea,Mobile,0
+918943726738,Nandini Agarwal,Kolkata,Airtel,Mobile,0
+917727402247,Deepak Verma 19,Coimbatore,Jio,Mobile,0
+919151580338,Manoj Gupta 65,Surat,BSNL,Mobile,0
+917632837094,Manoj Gupta,Kolkata,Airtel,Mobile,0
+917737188884,Pooja Reddy,Coimbatore,Jio,Mobile,0
+917898030836,Sunita Chauhan,Mysore,Jio,Mobile,0
+916618809822,Rahul Sharma,Mumbai,BSNL,Mobile,0
+918688222699,Padma Das 87,Coimbatore,Airtel,Mobile,0
+916145051614,Uma Menon,Surat,Vodafone Idea,Mobile,0
+919899661091,Lakshmi Thakur,Hyderabad,Vodafone Idea,Mobile,0
+918964718445,Amit Kumar 22,Delhi,Vodafone Idea,Mobile,0
+918552475830,Ajay Chauhan,Kochi,BSNL,Mobile,0
+916225583492,Uma Menon 46,Coimbatore,BSNL,Mobile,0
+917510366614,Arun Nair,Kolkata,Airtel,Mobile,0
+917146471220,Suresh Reddy,Chennai,Vodafone Idea,Mobile,0
+916552339649,Rashmi Yadav,Indore,BSNL,Mobile,0
+917813171245,Radha Pandey 1,Chandigarh,BSNL,Mobile,0
+917754613759,Gaurav Thakur,Delhi,Airtel,Mobile,0
+916044321331,Geeta Saxena,Chandigarh,Airtel,Mobile,0
+918740585165,Gaurav Thakur,Bhopal,Jio,Mobile,0
+916297217349,Sunil Menon,Vadodara,Vodafone Idea,Mobile,0
+918696953738,Ajay Chauhan,Surat,BSNL,Mobile,0
+918857343861,Neha Patel,Jaipur,Vodafone Idea,Mobile,0
+919360649406,Nandini Agarwal,Kolkata,Vodafone Idea,Mobile,0
+916622199414,Shalini Bhat,Ahmedabad,BSNL,Mobile,0
+918483446660,Kavita Gupta,Lucknow,BSNL,Mobile,0
+916899329879,Rekha Mishra,Kochi,BSNL,Mobile,0
+919778758048,Anita Mehta,Pune,BSNL,Mobile,0
+917815713464,Suresh Reddy,Mysore,Airtel,Mobile,0
+918031520633,Kavita Gupta 28,Kochi,Jio,Mobile,0
+919889332561,Nandini Agarwal,Mysore,Vodafone Idea,Mobile,0
+917781061079,Padma Das,Chandigarh,Jio,Mobile,0
+918823934706,Suresh Reddy,Lucknow,Airtel,Mobile,0
+918860631501,Harish Bhat,Coimbatore,Airtel,Mobile,0
+919848034464,Nandini Agarwal,Pune,BSNL,Mobile,0
+919711243291,Ajay Chauhan,Hyderabad,Jio,Mobile,0
+916523560845,Naveen Saxena,Vizag,Vodafone Idea,Mobile,0
+919145441391,Vikram Singh,Delhi,Airtel,Mobile,0
+916176671681,Rohit Mishra 9,Surat,Airtel,Mobile,0
+918598180497,Harish Bhat,Bhopal,BSNL,Mobile,0
+916532554271,Rashmi Yadav,Vadodara,BSNL,Mobile,0
+918053416086,Radha Pandey,Pune,Airtel,Mobile,0
+917025016964,Karthik Iyer 29,Mumbai,Vodafone Idea,Mobile,0
+918989972100,Vinod Pandey,Chandigarh,Jio,Mobile,0
+916894628547,Rashmi Yadav 5,Chandigarh,Vodafone Idea,Mobile,0
+917943973859,Pradeep Yadav,Chennai,Jio,Mobile,0
+916194466172,Shalini Bhat,Mumbai,Airtel,Mobile,0
+917253057012,Amit Kumar,Jaipur,Airtel,Mobile,0
+918381165634,Suresh Reddy,Chennai,BSNL,Mobile,0
+917490822752,Rahul Sharma,Kochi,Jio,Mobile,0
+918558087555,Priya Sharma,Kochi,Jio,Mobile,0
+919559629326,Naveen Saxena,Vizag,Airtel,Mobile,0
+919059978728,Rashmi Yadav,Coimbatore,BSNL,Mobile,0
+918776765998,Anita Mehta,Mysore,Jio,Mobile,0
+917732360937,Uma Menon,Chandigarh,BSNL,Mobile,0
+916632002525,Meera Joshi,Lucknow,Jio,Mobile,0
+919850500232,Anita Mehta,Bangalore,BSNL,Mobile,0
+918914059094,Rahul Sharma,Kochi,BSNL,Mobile,0
+916718051422,Nitin Mehta,Vizag,Airtel,Mobile,0
+918731191869,Sanjay Joshi,Delhi,BSNL,Mobile,0
+917876632668,Uma Menon,Mysore,Vodafone Idea,Mobile,0
+919758033933,Lakshmi Thakur,Vizag,Jio,Mobile,0
+916039288145,Uma Menon 30,Mumbai,BSNL,Mobile,0
+917843492373,Harish Bhat,Indore,Airtel,Mobile,0
+919339364166,Amit Kumar,Lucknow,Jio,Mobile,0
+918763028166,Karthik Iyer,Kolkata,Vodafone Idea,Mobile,0
+917680334945,Rekha Mishra,Pune,Airtel,Mobile,0
+918055334803,Deepak Verma 72,Hyderabad,BSNL,Mobile,0
+918868947260,Rekha Mishra,Nagpur,Vodafone Idea,Mobile,0
+919734671483,Naveen Saxena 73,Delhi,Vodafone Idea,Mobile,0
+918696502037,Karthik Iyer,Pune,Vodafone Idea,Mobile,0
+917241291439,Swati Iyer,Coimbatore,Jio,Mobile,0
+918717447553,Sunita Chauhan,Indore,Jio,Mobile,0
+918417182656,Padma Das,Pune,Vodafone Idea,Mobile,0
+917918582816,Swati Iyer,Mysore,BSNL,Mobile,0
+918678721369,Raj Patel,Mumbai,Vodafone Idea,Mobile,0
+919038213234,Rashmi Yadav,Surat,BSNL,Mobile,0
+917589273203,Meera Joshi 48,Mumbai,Airtel,Mobile,0
+918223113247,Harish Bhat,Kochi,Vodafone Idea,Mobile,0
+916650024543,Raj Patel 6,Kolkata,Airtel,Mobile,0
+917026906571,Nitin Mehta,Bhopal,BSNL,Mobile,0
+918212575713,Shalini Bhat,Lucknow,Jio,Mobile,0
+916734308726,Raj Patel,Mysore,Vodafone Idea,Mobile,0
+917253870910,Radha Pandey 28,Pune,Airtel,Mobile,0
+917178046759,Arun Nair 10,Vadodara,Jio,Mobile,0
+918244134590,Radha Pandey,Pune,Airtel,Mobile,0
+916599179785,Kavita Gupta,Nagpur,Jio,Mobile,0
+918059370402,Uma Menon,Chennai,Vodafone Idea,Mobile,0
+916183155139,Kavita Gupta,Hyderabad,Airtel,Mobile,0
+918640730180,Harish Bhat 89,Chandigarh,Jio,Mobile,0
+916774535020,Priya Sharma,Vizag,Jio,Mobile,0
+918932284643,Swati Iyer 38,Jaipur,Airtel,Mobile,0
+916682544714,Meera Joshi,Delhi,BSNL,Mobile,0
+918033149306,Sunil Menon 77,Surat,Jio,Mobile,0
+918218446557,Divya Nair,Nagpur,Vodafone Idea,Mobile,0
+918190505103,Priya Sharma,Coimbatore,BSNL,Mobile,0
+917611345449,Swati Iyer,Mumbai,BSNL,Mobile,0
+919446525366,Rekha Mishra,Lucknow,Vodafone Idea,Mobile,0
+916082375021,Sunita Chauhan,Mumbai,BSNL,Mobile,0
+919051165961,Nitin Mehta,Vizag,Jio,Mobile,0
+919464399456,Shalini Bhat 98,Bhopal,BSNL,Mobile,0
+918032713238,Padma Das,Chennai,BSNL,Mobile,0
+916654523541,Rashmi Yadav,Indore,Airtel,Mobile,0
+918945996520,Ramesh Agarwal,Nagpur,Airtel,Mobile,0
+919117050671,Sunil Menon,Delhi,Jio,Mobile,0
+918544935845,Sneha Verma,Jaipur,Jio,Mobile,0
+916532328503,Nitin Mehta,Delhi,Jio,Mobile,0
+917581948425,Priya Sharma,Mysore,BSNL,Mobile,0
+916892642393,Nitin Mehta,Indore,Jio,Mobile,0
+918163448127,Vikram Singh,Chandigarh,Jio,Mobile,0
+916272856909,Manoj Gupta,Bangalore,BSNL,Mobile,0
+918240954247,Deepak Verma 67,Indore,Airtel,Mobile,0
+916219279174,Manoj Gupta,Indore,Airtel,Mobile,0
+916919621134,Geeta Saxena,Vadodara,BSNL,Mobile,0
+917295178620,Meera Joshi,Lucknow,Vodafone Idea,Mobile,0
+917031433994,Karthik Iyer 76,Surat,Vodafone Idea,Mobile,0
+918298258698,Rekha Mishra 60,Surat,Airtel,Mobile,0
+917585367841,Nitin Mehta,Indore,Jio,Mobile,0
+916651493879,Gaurav Thakur,Delhi,Jio,Mobile,0
+919362389882,Sunita Chauhan,Kochi,Jio,Mobile,0
+917914159020,Uma Menon,Lucknow,Vodafone Idea,Mobile,0
+918813256985,Rekha Mishra,Lucknow,BSNL,Mobile,0
+918714527572,Divya Nair,Jaipur,Vodafone Idea,Mobile,0
+918912886103,Lakshmi Thakur,Chennai,BSNL,Mobile,0
+918732356938,Rekha Mishra,Hyderabad,Airtel,Mobile,0
+916686784654,Arun Nair,Indore,Jio,Mobile,0
+919544211778,Padma Das,Vadodara,Vodafone Idea,Mobile,0
+918647779227,Divya Nair,Pune,Airtel,Mobile,0
+919618821938,Swati Iyer,Indore,Vodafone Idea,Mobile,0
+919424906848,Suresh Reddy,Bhopal,Jio,Mobile,0
+919369947947,Suresh Reddy 81,Pune,Airtel,Mobile,0
+917140946802,Amit Kumar,Pune,BSNL,Mobile,0
+917747346193,Ajay Chauhan,Vizag,Jio,Mobile,0
+918881303178,Karthik Iyer,Nagpur,BSNL,Mobile,0
+919366959291,Suresh Reddy 70,Mysore,Jio,Mobile,0
+918538784943,Sunil Menon 18,Bangalore,BSNL,Mobile,0
+916314155431,Radha Pandey,Ahmedabad,Vodafone Idea,Mobile,0
+918042080298,Karthik Iyer,Kochi,BSNL,Mobile,0
+917569822134,Shalini Bhat 98,Nagpur,Vodafone Idea,Mobile,0
+916271582850,Ramesh Agarwal,Vizag,BSNL,Mobile,0
+919696413137,Rahul Sharma 50,Kochi,Jio,Mobile,0
+918069824082,Pradeep Yadav,Jaipur,Airtel,Mobile,0
+916938325087,Swati Iyer,Surat,Airtel,Mobile,0
+917613649636,Padma Das,Ahmedabad,Airtel,Mobile,0
+916088562219,Ajay Chauhan,Jaipur,Jio,Mobile,0
+918370327698,Kavita Gupta,Nagpur,Airtel,Mobile,0
+917823875815,Neha Patel,Bangalore,Airtel,Mobile,0
+917278235789,Nandini Agarwal,Bhopal,Airtel,Mobile,0
+916264718190,Sneha Verma,Kochi,Vodafone Idea,Mobile,0
+916184793363,Geeta Saxena,Nagpur,Airtel,Mobile,0
+917847024755,Pooja Reddy 28,Chennai,BSNL,Mobile,0
+918741677276,Sunil Menon 36,Surat,Jio,Mobile,0
+917872265594,Rashmi Yadav,Kolkata,BSNL,Mobile,0
+916698215138,Ramesh Agarwal,Surat,Vodafone Idea,Mobile,0
+917757151557,Sunil Menon,Indore,Vodafone Idea,Mobile,0
+917431363220,Lakshmi Thakur 28,Pune,Vodafone Idea,Mobile,0
+917336405426,Swati Iyer 80,Coimbatore,Jio,Mobile,0
+919431736859,Harish Bhat,Bangalore,Vodafone Idea,Mobile,0
+916025788451,Arun Nair,Mysore,Jio,Mobile,0
+918143130809,Sanjay Joshi 59,Chandigarh,Jio,Mobile,0
+916752897988,Manoj Gupta,Jaipur,Vodafone Idea,Mobile,0
+919599450036,Sunil Menon,Hyderabad,BSNL,Mobile,0
+918654257879,Rohit Mishra,Chandigarh,Airtel,Mobile,0
+917478794267,Naveen Saxena,Surat,BSNL,Mobile,0
+919548302205,Uma Menon,Chandigarh,Jio,Mobile,0
+919464896894,Deepak Verma,Bhopal,Vodafone Idea,Mobile,0
+918861364993,Arun Nair,Coimbatore,Vodafone Idea,Mobile,0
+916720627618,Lakshmi Thakur,Bangalore,BSNL,Mobile,0
+919639890348,Swati Iyer 55,Vizag,BSNL,Mobile,0
+917166368363,Ramesh Agarwal 72,Bangalore,Airtel,Mobile,0
+917282328676,Priya Sharma 85,Delhi,Jio,Mobile,0
+918696006176,Deepak Verma,Kochi,Jio,Mobile,0
+918724905017,Harish Bhat,Chennai,Vodafone Idea,Mobile,0
+916519421555,Raj Patel 32,Pune,Jio,Mobile,0
+919884221550,Divya Nair,Coimbatore,BSNL,Mobile,0
+917338186815,Ajay Chauhan,Hyderabad,Vodafone Idea,Mobile,0
+916634737847,Gaurav Thakur,Chennai,Jio,Mobile,0
+917036413530,Anita Mehta 46,Mumbai,Airtel,Mobile,0
+917536782496,Sneha Verma 47,Chennai,BSNL,Mobile,0
+918243591362,Anjali Singh,Surat,BSNL,Mobile,0
+917527270772,Naveen Saxena,Mysore,Vodafone Idea,Mobile,0
+916366820093,Harish Bhat,Kolkata,Jio,Mobile,0
+919115485627,Amit Kumar,Lucknow,BSNL,Mobile,0
+916794239151,Karthik Iyer,Kolkata,Vodafone Idea,Mobile,0
+917625735745,Radha Pandey,Pune,Airtel,Mobile,0
+918638603712,Pooja Reddy,Bangalore,BSNL,Mobile,0
+917258103421,Lakshmi Thakur,Chennai,Airtel,Mobile,0
+916184928181,Amit Kumar,Vadodara,Vodafone Idea,Mobile,0
+917682874183,Naveen Saxena,Nagpur,BSNL,Mobile,0
+919135114213,Rashmi Yadav,Bangalore,Vodafone Idea,Mobile,0
+918392206031,Sunil Menon,Vadodara,Airtel,Mobile,0
+919447151895,Geeta Saxena,Lucknow,Vodafone Idea,Mobile,0
+919627481857,Rahul Sharma,Mysore,Jio,Mobile,0
+916933030350,Kavita Gupta,Bhopal,Vodafone Idea,Mobile,0
+918214378846,Rashmi Yadav 71,Surat,Vodafone Idea,Mobile,0
+918788481728,Sunita Chauhan,Lucknow,Jio,Mobile,0
+919073217404,Nandini Agarwal 82,Mysore,Airtel,Mobile,0
+919326661197,Shalini Bhat,Jaipur,BSNL,Mobile,0
+917360051204,Pooja Reddy,Mysore,Airtel,Mobile,0
+918565319987,Amit Kumar,Pune,BSNL,Mobile,0
+918089342477,Sunil Menon,Chennai,Jio,Mobile,0
+919198434622,Swati Iyer,Ahmedabad,BSNL,Mobile,0
+917186364367,Naveen Saxena 42,Chennai,Jio,Mobile,0
+919846903205,Karthik Iyer,Lucknow,Jio,Mobile,0
+918242920643,Suresh Reddy,Surat,Airtel,Mobile,0
+918089704252,Ajay Chauhan 8,Ahmedabad,Jio,Mobile,0
+918772641649,Neha Patel,Bhopal,Vodafone Idea,Mobile,0
+918895325316,Pooja Reddy 20,Bangalore,Airtel,Mobile,0
+918082045448,Deepak Verma,Jaipur,Vodafone Idea,Mobile,0
+919814576787,Rohit Mishra,Jaipur,Jio,Mobile,0
+917072280204,Rekha Mishra,Mysore,Jio,Mobile,0
+917568329517,Sanjay Joshi,Bangalore,BSNL,Mobile,0
+919588598332,Raj Patel,Coimbatore,Jio,Mobile,0
+917834666817,Ramesh Agarwal 29,Vizag,BSNL,Mobile,0
+916994821076,Naveen Saxena,Ahmedabad,Jio,Mobile,0
+916019930944,Vikram Singh 20,Coimbatore,Jio,Mobile,0
+918489512759,Gaurav Thakur 17,Surat,Airtel,Mobile,0
+916937150365,Ramesh Agarwal,Surat,Airtel,Mobile,0
+917047270711,Anjali Singh,Chandigarh,Vodafone Idea,Mobile,0
+917559402291,Lakshmi Thakur 33,Hyderabad,BSNL,Mobile,0
+916173181483,Priya Sharma,Pune,Vodafone Idea,Mobile,0
+917482717487,Suresh Reddy 35,Jaipur,Airtel,Mobile,0
+916089334978,Anjali Singh,Nagpur,Vodafone Idea,Mobile,0
+918078830303,Ramesh Agarwal 99,Vizag,BSNL,Mobile,0
+916390104384,Manoj Gupta,Nagpur,BSNL,Mobile,0
+917832425800,Vikram Singh 57,Bangalore,Jio,Mobile,0
+917593275170,Rashmi Yadav,Mumbai,Vodafone Idea,Mobile,0
+918345005126,Lakshmi Thakur 34,Mysore,Airtel,Mobile,0
+917820246497,Neha Patel,Mysore,Airtel,Mobile,0
+918177091815,Divya Nair,Delhi,BSNL,Mobile,0
+916863308244,Kavita Gupta 58,Indore,BSNL,Mobile,0
+919858259878,Rekha Mishra 44,Mumbai,Vodafone Idea,Mobile,0
+918451714292,Rashmi Yadav 4,Pune,BSNL,Mobile,0
+916271897956,Raj Patel,Chennai,BSNL,Mobile,0
+917222578547,Priya Sharma 98,Chennai,BSNL,Mobile,0
+916239924280,Anjali Singh 43,Kochi,Airtel,Mobile,0
+918652421232,Suresh Reddy 31,Hyderabad,BSNL,Mobile,0
+918856878968,Raj Patel,Coimbatore,Jio,Mobile,0
+917592544693,Pooja Reddy,Ahmedabad,Jio,Mobile,0
+919399652563,Nitin Mehta 82,Mysore,BSNL,Mobile,0
+917619118598,Nitin Mehta,Jaipur,Vodafone Idea,Mobile,0
+916648967715,Manoj Gupta,Mysore,Vodafone Idea,Mobile,0
+919887900785,Pradeep Yadav,Bangalore,Vodafone Idea,Mobile,0
+918022515220,Manoj Gupta,Jaipur,Vodafone Idea,Mobile,0
+917134447443,Anita Mehta,Vizag,Vodafone Idea,Mobile,0
+918992989246,Shalini Bhat,Vizag,Airtel,Mobile,0
+916355616396,Rekha Mishra,Chandigarh,BSNL,Mobile,0
+918362540928,Neha Patel,Pune,Airtel,Mobile,0
+916313156360,Gaurav Thakur,Mumbai,BSNL,Mobile,0
+916380711417,Manoj Gupta,Vadodara,Vodafone Idea,Mobile,0
+918347255615,Rahul Sharma,Chandigarh,Jio,Mobile,0
+919612423798,Uma Menon,Jaipur,Jio,Mobile,0
+917380503535,Ajay Chauhan,Hyderabad,Jio,Mobile,0
+917978094439,Gaurav Thakur,Hyderabad,Vodafone Idea,Mobile,0
+918523884675,Lakshmi Thakur,Ahmedabad,Jio,Mobile,0
+918146236437,Arun Nair 24,Pune,Vodafone Idea,Mobile,0
+919882555424,Manoj Gupta,Mysore,Airtel,Mobile,0
+916119773416,Nitin Mehta,Bangalore,Vodafone Idea,Mobile,0
+918567863338,Pooja Reddy 46,Bangalore,Vodafone Idea,Mobile,0
+918338207592,Rekha Mishra 69,Lucknow,Jio,Mobile,0
+919310154723,Suresh Reddy 97,Vadodara,Vodafone Idea,Mobile,0
+919573907140,Rashmi Yadav 59,Nagpur,Vodafone Idea,Mobile,0
+918845554648,Padma Das,Vizag,BSNL,Mobile,0
+917298368245,Sunil Menon,Nagpur,Airtel,Mobile,0
+916844573101,Ajay Chauhan,Indore,BSNL,Mobile,0
+916369882511,Pooja Reddy,Kolkata,Airtel,Mobile,0
+918192375666,Meera Joshi 41,Indore,Airtel,Mobile,0
+919782056101,Pradeep Yadav,Vadodara,BSNL,Mobile,0
+917337191189,Anita Mehta 16,Surat,Jio,Mobile,0
+916248098226,Harish Bhat 37,Vadodara,BSNL,Mobile,0
+919656537015,Sunil Menon,Bangalore,Jio,Mobile,0
+916845131030,Divya Nair,Mysore,BSNL,Mobile,0
+916280949725,Vinod Pandey 3,Mysore,Airtel,Mobile,0
+918050963823,Kavita Gupta 24,Kolkata,Jio,Mobile,0
+918544558579,Rohit Mishra,Jaipur,Airtel,Mobile,0
+917777282555,Nitin Mehta,Kochi,Vodafone Idea,Mobile,0
+919451791455,Manoj Gupta,Mysore,Jio,Mobile,0
+916311860378,Naveen Saxena 70,Ahmedabad,Vodafone Idea,Mobile,0
+918986321063,Pooja Reddy,Ahmedabad,Airtel,Mobile,0
+917840401765,Swati Iyer,Lucknow,Vodafone Idea,Mobile,0
+918150350568,Priya Sharma,Chandigarh,Vodafone Idea,Mobile,0
+919723016417,Vikram Singh 73,Chennai,Vodafone Idea,Mobile,0
+916395306825,Gaurav Thakur,Mumbai,BSNL,Mobile,0
+916131398637,Anjali Singh,Coimbatore,Vodafone Idea,Mobile,0
+917769480310,Rohit Mishra 64,Chandigarh,BSNL,Mobile,0
+918551832875,Meera Joshi,Pune,BSNL,Mobile,0
+918296823305,Suresh Reddy 7,Lucknow,Jio,Mobile,0
+919644959700,Pooja Reddy,Delhi,Airtel,Mobile,0
+916655680969,Sunil Menon,Indore,BSNL,Mobile,0
+916310294782,Nitin Mehta,Vadodara,Jio,Mobile,0
+919565432708,Arun Nair,Delhi,Jio,Mobile,0
+918686752186,Lakshmi Thakur,Bangalore,BSNL,Mobile,0
+918469474239,Sneha Verma,Bhopal,Airtel,Mobile,0
+916619874190,Gaurav Thakur 3,Indore,Airtel,Mobile,0
+916282482455,Rahul Sharma,Nagpur,Vodafone Idea,Mobile,0
+917892031661,Suresh Reddy,Pune,Vodafone Idea,Mobile,0
+919639023434,Swati Iyer 63,Delhi,Airtel,Mobile,0
+919072690983,Shalini Bhat,Indore,BSNL,Mobile,0
+917798733346,Rekha Mishra 57,Mysore,BSNL,Mobile,0
+918237469916,Padma Das,Ahmedabad,Vodafone Idea,Mobile,0
+918229963916,Amit Kumar 59,Kochi,BSNL,Mobile,0
+917935105642,Uma Menon,Kochi,Jio,Mobile,0
+916032144986,Divya Nair 82,Hyderabad,Airtel,Mobile,0
+918588225803,Vikram Singh,Lucknow,Vodafone Idea,Mobile,0
+918916618524,Sanjay Joshi,Pune,Jio,Mobile,0
+919191985759,Anita Mehta,Nagpur,Jio,Mobile,0
+917793219586,Rekha Mishra,Lucknow,Vodafone Idea,Mobile,0
+916121783690,Ajay Chauhan,Mumbai,BSNL,Mobile,0
+919862613827,Lakshmi Thakur 80,Ahmedabad,Airtel,Mobile,0
+916727458159,Harish Bhat,Surat,Jio,Mobile,0
+917786633513,Gaurav Thakur,Bhopal,Jio,Mobile,0
+917374152121,Pooja Reddy,Lucknow,Vodafone Idea,Mobile,0
+916638097158,Raj Patel,Chennai,Jio,Mobile,0
+916564568125,Swati Iyer,Vizag,Jio,Mobile,0
+918166815706,Suresh Reddy,Kolkata,BSNL,Mobile,0
+919578870440,Priya Sharma,Nagpur,BSNL,Mobile,0
+919449975593,Rekha Mishra 24,Kochi,Jio,Mobile,0
+918252613276,Priya Sharma 51,Vizag,BSNL,Mobile,0
+917453721727,Rekha Mishra,Lucknow,BSNL,Mobile,0
+919331819114,Ramesh Agarwal 13,Indore,Jio,Mobile,0
+919367034302,Anjali Singh,Vadodara,Jio,Mobile,0
+916845335946,Rashmi Yadav,Pune,Jio,Mobile,0
+918055809200,Geeta Saxena 88,Hyderabad,Airtel,Mobile,0
+916670341890,Radha Pandey,Lucknow,Airtel,Mobile,0
+919820054832,Gaurav Thakur,Surat,Jio,Mobile,0
+916939405823,Ramesh Agarwal,Pune,Jio,Mobile,0
+918278545309,Suresh Reddy,Delhi,Jio,Mobile,0
+919513747221,Meera Joshi 65,Nagpur,BSNL,Mobile,0
+917489966231,Uma Menon,Bangalore,Jio,Mobile,0
+916162452553,Neha Patel 49,Vizag,Vodafone Idea,Mobile,0
+918544380170,Rashmi Yadav,Hyderabad,Jio,Mobile,0
+918067425431,Rekha Mishra,Lucknow,Vodafone Idea,Mobile,0
+919869834211,Manoj Gupta 7,Vadodara,Airtel,Mobile,0
+919589588518,Geeta Saxena,Bangalore,Airtel,Mobile,0
+917825168865,Uma Menon,Bangalore,Airtel,Mobile,0
+917784543190,Pooja Reddy,Delhi,Airtel,Mobile,0
+917425984662,Divya Nair,Coimbatore,BSNL,Mobile,0
+916639254051,Swati Iyer,Bangalore,Jio,Mobile,0
+919757726192,Swati Iyer,Jaipur,Airtel,Mobile,0
+916635188086,Sanjay Joshi,Jaipur,BSNL,Mobile,0
+919735164128,Vikram Singh,Chennai,BSNL,Mobile,0
+917776108730,Amit Kumar,Delhi,BSNL,Mobile,0
+918366726982,Shalini Bhat,Bhopal,Airtel,Mobile,0
+918361911749,Amit Kumar,Pune,BSNL,Mobile,0
+916639459793,Suresh Reddy,Vadodara,BSNL,Mobile,0
+919360887297,Swati Iyer,Nagpur,BSNL,Mobile,0
+918245932724,Kavita Gupta,Chandigarh,Airtel,Mobile,0
+916250467083,Sanjay Joshi,Delhi,BSNL,Mobile,0
+918820614601,Harish Bhat 96,Coimbatore,Vodafone Idea,Mobile,0
+916362244016,Nitin Mehta,Vadodara,Vodafone Idea,Mobile,0
+916742142847,Padma Das 21,Jaipur,BSNL,Mobile,0
+917386458747,Sunita Chauhan,Hyderabad,BSNL,Mobile,0
+917094139495,Ramesh Agarwal,Bhopal,Airtel,Mobile,0
+916180410445,Swati Iyer,Jaipur,Vodafone Idea,Mobile,0
+918311514670,Meera Joshi,Bangalore,Jio,Mobile,0
+917218990386,Vinod Pandey,Bangalore,Airtel,Mobile,0
+919687429543,Lakshmi Thakur 69,Bangalore,Jio,Mobile,0
